root,path,scope,freeze_status,review_status,reason
register,reports/research/harness-survey-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/independent-review-handoff-2026-09-08/README.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-dispositions.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-recheck.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-recheck.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-smoke-metadata.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-smoke-review.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/independent-review-handoff-2026-09-08/skill-smoke-review.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/launch-recovery-2026-09-08/run_probe.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/product-roadmap-2026-09-08/sources.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/product-roadmap-2026-09-08/validate.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/product-roadmap-2026-09-08/validation-attempt-1.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/product-roadmap-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/reproduce-verifier-experiment.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/routing-correction-2026-09-08/adrl-experiment-lab-plan-2026-09-08-before.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/adrl-product-roadmap-2026-09-08-before.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/after-final.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/after-final.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/after.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/after.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/before.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/before.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/candidate-1/docs/adr-module-map.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/candidate-1/docs/routing-features.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/candidate-1/src/adrl/app.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/candidate-1/src/adrl/routing/features.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/candidate-1/tests/unit/routing/test_mixed_intent.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/adr_map.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/api_contract.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/config.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/format.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/inventory.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/learning.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/ledger.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/lint.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/tests.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-1/types.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/adr_map.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/api_contract.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/config.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/format.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/inventory.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/learning.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/ledger.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/lint.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/tests.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks-final/types.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/checks.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/contract.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/focused-final.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/focused.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/fresh-cases.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/implementation.patch,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after/environment.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after/events.jsonl,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after/report.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-after/results.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final/environment.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final/events.jsonl,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final/report.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/lab-final/results.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/matrix_driver.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/route-changes-final.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/route-changes-final.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/route-changes.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/route-changes.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/validate.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-correction-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/preview.html,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/results.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/run.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/run_demo.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/runtime-baseline.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/stress-cases.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/targeted-tests.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-demonstration-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/adr_map.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/api_contract.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/config.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/format.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/inventory.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/learning.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/ledger.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/lint.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/tests.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/check-logs/types.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/engineering-checks.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/focused-1.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/focused-2.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/QUALIFICATION.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/environment.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/events.jsonl,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/report.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-1/results.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2.log,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2/environment.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2/events.jsonl,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2/report.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/run-2/results.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/validate.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/routing-lab-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/writer-boundary-2026-09-08/README.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/writer-boundary-2026-09-08/probe.go,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/writer-boundary-2026-09-08/run_probe.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/lab-a-routing-experiment.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/lab-planning-deliverables.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/routing-decision-quality.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/waves/w0-baseline.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/waves/w3-2-attempt-lifecycle.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b-process-ownership.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2a-terminal-capacity.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2b1-key-revocation.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2b2-process-coordination.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2c-writer-boundary.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2d-resource-ownership.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2d1-stopped-resource-ownership.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2d2-identity-compatibility.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2d2-launch-admission.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-2b2d2-launch-experiment.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-active-copy-custody.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-create-receipt-transport-v2.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-execution-identity-v1.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-identity-launch-experiment-v2.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-isolated-execution-contract-v1.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-isolated-launch-runtime.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-launch-create-receipt-diagnosis.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-launch-event-contract-v1.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-launch-runtime-engine-acceptance.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-task-capture.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w3-transport-v2-engine-acceptance.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/waves/w8a-state-transport-spike.md,register-reports,matched,not-reviewed,not opened by any inspector
register,source/01-overview-tenets-taxonomy.md,register-source,matched,deep-reviewed,opened by an inspector
register,source/02-register-FND-SEM-SAF.md,register-source,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,source/03-register-RTG-CAS.md,register-source,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,source/04-register-MEM-LRN.md,register-source,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,source/09-open-questions.md,register-source,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,source/REVIEW-INSTRUCTIONS.md,register-source,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/independent-review-handoff-2026-09-08/manifest.json,not-inventoried,extra,supporting-read,evidence json referenced by an inspector's count reconciliation
runtime,config/keys/dev/checkpoint-signing.key,not-inventoried,extra,not-reviewed,not opened by any inspector
runtime,config/keys/dev/manifest-signing.key,not-inventoried,extra,not-reviewed,not opened by any inspector
runtime,.python-version,not-inventoried,extra,not-reviewed,not opened by any inspector
