id,title,bucket,baseline_status,baseline_maturity,current_status,current_maturity,two_day_changes,runtime_refs,scope_actually_supported,assessed_maturity,assessment_vs_recorded,limitations,next_promotion_gate,product_milestone,traceability_check
ADRL-OPS-005,Shadow-mode semantics per subsystem,OPS,"Proposed 2026-09-03 (first capture) [7 Sept baseline; 2 Sept commit: not committed (file created 2026-09-03, untracked)]","D1 Code; adrl-core has independent modes for gates, routing and fallback, but gate observe mode still writes durable pins and triggers suppression before the mode is consulted (2026-09-03 external review, P1)",Proposed 2026-09-03 (first capture),"D1 Code; adrl-core has independent modes for gates, routing and fallback, but gate observe mode still writes durable pins and triggers suppression before the mode is consulted (2026-09-03 external review, P1)",none,"modules: adrl/gates/pin.py, adrl/gates/pipeline.py | tests citing id: none (covered indirectly)","Observe mode writes shadow findings to their own namespace, never pins; audited promote-shadow command; tested.",D2,recorded-lower (field describes the pre-2026-09-03 defect that observe mode wrote durable pins),Per-subsystem semantics for routing and fallback modes undocumented in a single artifact.,Field update; documented per-subsystem shadow semantics.,P2; W6 (baseline review wave W6),Maturity field stale since 2026-09-03.
ADRL-OPS-006,"Record the served identity, not the intended one",OPS,"Proposed 2026-09-03 (first capture; referenced by CAS-006, RTG-008, LRN-004, MEM-006 since 2026-08-27) [7 Sept baseline; 2 Sept commit: not committed (file created 2026-09-03, untracked)]","D2 Tested; adrl-core records `served_rung`, `served_model`, `served_provider` and `served_source` from the gateway header, then `message_start.model`, else `assumed_intended`, under unit and end-to-end tests; no organic traffic yet, so D3 is not claimed (EVL-007)","Proposed 2026-09-03 (first capture; referenced by CAS-006, RTG-008, LRN-004, MEM-006 since 2026-08-27)","D2 Tested; adrl-core records `served_rung`, `served_model`, `served_provider` and `served_source` from the gateway header, then `message_start.model`, else `assumed_intended`, under unit and end-to-end tests; no organic traffic yet, so D3 is not claimed (EVL-007)",none,"modules: adrl/cascade/sticky.py, adrl/wire/observe.py | tests citing id: none (covered indirectly)",served_rung/model/provider/source recorded under unit and e2e tests.,D2,agree,No organic traffic.,Organic shadow with unconfirmed fraction.,P1; W6 (baseline review wave W6),ok
ADRL-OPS-007,"Audit-anchor availability, rollback and incident response",OPS,"Proposed 2026-09-03 (first capture) [7 Sept baseline; 2 Sept commit: not committed (file created 2026-09-03, untracked)]","D0 Design; adrl-core has a manual checkpoint method and chain verification, no automatic checkpoints, no shipping, no signature verification in the CLI, and no runbooks (2026-09-03 external review, P0)",Proposed 2026-09-03 (first capture),"D0 Design; adrl-core has a manual checkpoint method and chain verification, no automatic checkpoints, no shipping, no signature verification in the CLI, and no runbooks (2026-09-03 external review, P0)",none,modules: adrl/ledger/anchoring.py | tests citing id: none (covered indirectly),"Automatic signed checkpoints, file/HTTP anchoring and CLI signature verification tested; no runbooks, rollback drill or incident response.",D2 for anchoring mechanics; D0 for runbooks and rollback,recorded-lower for the mechanics (field describes manual checkpoints and no shipping),Anchor without counter-signature.,Runbooks and an exercised rollback (also required by EVL-007 for D4).,P2 / P4; W6 (baseline review wave W6),Maturity field stale since 2026-09-03.
ADRL-OPS-008,"Fail-open SLOs, alerting and bypass audit",OPS,"Proposed 2026-09-03 (first capture) [7 Sept baseline; 2 Sept commit: not committed (file created 2026-09-03, untracked)]","D1 Code; adrl-core counts fail-open events by failure class and pin state and records bypass events, but thresholds are not pre-registered and no alert route exists",Proposed 2026-09-03 (first capture),"D1 Code; adrl-core counts fail-open events by failure class and pin state and records bypass events, but thresholds are not pre-registered and no alert route exists",none,modules: adrl/proxy/fallback.py | tests citing id: none (covered indirectly),Fail-open events counted by failure class and pin state; bypass events recorded; tested.,D2 for counters and bypass audit,recorded-lower slightly (field D1),Thresholds not pre-registered; no alert route.,Pre-registered thresholds and an alert route.,P2; W6 (baseline review wave W6),ok
ADRL-RTG-001,Three capability rungs with measured boundaries,RTG,"Accepted · amended 2026-09-02 · amended 2026-09-03 (proposed amendment, pending disposition) [7 Sept baseline; 2 Sept commit: status differs, same maturity]","D3 Shadow, review recommends D3 Shadow for the rung *model*, but the local rung's capability boundary is unmeasured (Phase 0 non-claim), so the register must carry that qualifier","Accepted · amended 2026-09-02 · amended 2026-09-03 (proposed amendment, pending disposition)","D3 Shadow, review recommends D3 Shadow for the rung *model*, but the local rung's capability boundary is unmeasured (Phase 0 non-claim), so the register must carry that qualifier",none,"modules: adrl/config/checks.py, adrl/config/models.py, adrl/routing/registry.py | tests citing id: none (covered indirectly)",Rung registry with measured-boundary fields and config checks on fixtures.,D2,recorded-higher (historical D3; local boundary unmeasured),No measured local-rung capability boundary; 2026-09-03 tiers-with-edges amendment pending.,Measured boundary from real-task comparisons (P2).,P2; W7 (baseline review wave W7),ok
ADRL-RTG-002,"Cheapest rung likely to complete, defined",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (the ordering rule is tested; the completion-probability inputs it consumes are heuristic and unverified, which clause 1 now makes explicit)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (the ordering rule is tested; the completion-probability inputs it consumes are heuristic and unverified, which clause 1 now makes explicit)",08 Sept sections: Current implementation evidence: routing diagnostic; Lab A.1 implementation evidence; W7.0a scoped application and evidence | changelog rows dated 07/08: 0/3 | decision text unchanged,"modules: adrl/config/models.py, adrl/core/types.py, adrl/proxy/stages.py, adrl/routing/cost.py, adrl/routing/policy.py, adrl/routing/router.py | tests citing id: tests/unit/routing/test_mixed_intent.py","Thresholded band heuristic estimator and cost-aware ordering in the Router; 240 synthetic component decisions (diagnostic), 16-cell full-Messages-path lab, 720 before/after decisions after features-v2; all synthetic, no model completions.",D2,agree,Completion probabilities are configured heuristics; no calibration against verified outcomes; no economics.,"Shadow report of realised cascade rate and session cost versus counterfactual on organic decisions (follow-up), then D3.",P1 (decision quality) / P2 (economics); W7 (baseline review wave W7),"INDEX row omits all three 2026-09-08 sections (diagnostic, Lab A.1, W7.0a)."
ADRL-RTG-003,"Rules own clear cases, measured",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D3 Shadow (band split has shadow evidence; per-band rule precision on verified outcomes is not yet reported and is added as a gate)",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D3 Shadow (band split has shadow evidence; per-band rule precision on verified outcomes is not yet reported and is added as a gate)",08 Sept sections: Current implementation evidence: routing diagnostic; W7.0a scoped application and evidence | changelog rows dated 07/08: 0/2 | decision text unchanged,"modules: adrl/config/models.py, adrl/routing/features.py, adrl/routing/policy.py, adrl/routing/router.py, adrl/routing/rule_health.py | tests citing id: tests/unit/routing/test_mixed_intent.py","Versioned bands, rule-health precision demotion (demonstrated with 20 invented outcomes and explicit snapshot refresh), features-v2 strongest-signal precedence with 159 focused tests.",D2,recorded-higher (historical D3; no organic per-band precision),No recurring rule-health refresh wired; outcome admission and provenance for refresh undefined; lexical false positives on quotes and negation.,Per-band precision on closed_final verified organic outcomes and a tested admissible refresh bridge.,P1 / P3 (adaptation); W7 (baseline review wave W7),INDEX row omits the 2026-09-08 diagnostic and W7.0a sections.
ADRL-RTG-004,"Local-first only with a bounded, clean cascade",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (feasibility check is tested; the bounded-attempt and workspace-clean conditions added here need their own tests before the level is re-confirmed)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (feasibility check is tested; the bounded-attempt and workspace-clean conditions added here need their own tests before the level is re-confirmed)",none,"modules: adrl/config/models.py, adrl/routing/cascade_feasibility.py, adrl/routing/router.py, adrl/routing/side_effects.py | tests citing id: none (covered indirectly)","Cascade feasibility (healthy higher rung, context headroom, recoverable side effects, capped attempt) on fixtures.",D2,agree,Workspace-clean condition depends on CAS-009 classification; no real cascade observed.,Organic shadow with cascade outcomes.,P1 / P3; W7 (baseline review wave W7),ok
ADRL-RTG-005,"Objective: verified quality, retry, latency, session cost",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D2 Tested for the decision as a *routing criterion*: telemetry collection for the four terms is in shadow, but the objective itself has never been evaluated against a baseline on real traffic (one verified task; 34/300 decisions), so ""shadow"" over-states what has been observed",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D2 Tested for the decision as a *routing criterion*: telemetry collection for the four terms is in shadow, but the objective itself has never been evaluated against a baseline on real traffic (one verified task; 34/300 decisions), so ""shadow"" over-states what has been observed",none,"modules: adrl/config/models.py, adrl/routing/cost.py | tests citing id: none (covered indirectly)",Objective terms named and versioned in cost model; never evaluated against a baseline.,D2 for the term definitions,recorded-higher (claimed D3; agrees with the review's D2),No real-traffic evaluation; latency mode unmeasured.,EVL-006 report of the objective against EVL-001 baselines.,P2; W7 (baseline review wave W7),ok
ADRL-RTG-006,"Advisory LLM classifier, gated and bounded",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D3 Shadow (bake-off and shadow reports exist; the amendment adds constraints that are testable at D2 and do not lower the shadow evidence already gathered)",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D3 Shadow (bake-off and shadow reports exist; the amendment adds constraints that are testable at D2 and do not lower the shadow evidence already gathered)",08 Sept sections: Current implementation evidence: routing diagnostic; W7.0a scoped application and evidence | changelog rows dated 07/08: 0/2 | decision text unchanged,"modules: adrl/routing/advisor.py, adrl/routing/router.py | tests citing id: none (covered indirectly)","Advisor placement after gates with named conservative fallback and budget, under a stubbed classifier; no classifier endpoint was run in the window (ambiguous band takes the fallback).",D2 for placement/fallback logic; advisor quality unqualified,recorded-higher (historical D3 bake-off evidence not transferable),No classifier configured; provenance fields untested against a live classifier; features-v2 changes the input population.,"Configure a local classifier, measure added latency, cost and ambiguous-band share in shadow.",P1; W7 (baseline review wave W7),INDEX row omits the 2026-09-08 sections.
ADRL-RTG-007,"Marginal-utility target, with a build gate",RTG,"Accepted · amended 2026-09-02 · amended 2026-09-03 (proposed amendment, pending disposition) [7 Sept baseline; 2 Sept commit: status differs, same maturity]","D0 Design, review recommends D0 Design (unchanged; nothing is built and the amendment adds a pre-build gate, not implementation)","Accepted · amended 2026-09-02 · amended 2026-09-03 (proposed amendment, pending disposition)","D0 Design, review recommends D0 Design (unchanged; nothing is built and the amendment adds a pre-build gate, not implementation)",none,none (intentionally unmapped),No implementing module by design; blueprint and roadmap (2026-09-08) anchor the target architecture in RTG-007 but the file is unchanged.,D0,agree,2026-09-03 temporal-estimand amendment pending; roadmap DQ asks to dispose it before P3.,Pre-build gate needs EVL-001 baselines and LRN-002 pair counts.,P3 / P5; W9 (baseline review wave W7),Blueprint and roadmap reference RTG-007 as the anchor decision without a dated note in the file; acceptable as planning only.
ADRL-RTG-008,"Rung vs endpoint, with a leak contract",RTG,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (separation is tested; the gateway-side contract added here is a Q7 deliverable and does not change the level)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (separation is tested; the gateway-side contract added here is a Q7 deliverable and does not change the level)",none,"modules: adrl/gates/deployments.py, adrl/routing/registry.py, adrl/telemetry/semconv.py | tests citing id: none (covered indirectly)",Rung/deployment separation with gateway receipt handling and OpenTelemetry names on fixtures.,D2,agree,"Gateway may return neither receipt header, leaving assumed_intended rows.",Require return_response_headers on a real gateway and measure the unconfirmed fraction.,P1 / P4; W6 (baseline review wave W7),ok
ADRL-RTG-009,"Session-marginal, cache-aware cost accounting",RTG,"Proposed 2026-09-02 (new, from adversarial review) [7 Sept baseline; 2 Sept commit: same status, same maturity]","D0 Design, review recommends D0 Design (partial telemetry exists in `telemetry.py`/`outcomes.py`; the accounting rule itself is not implemented)","Proposed 2026-09-02 (new, from adversarial review)","D0 Design, review recommends D0 Design (partial telemetry exists in `telemetry.py`/`outcomes.py`; the accounting rule itself is not implemented)",none,"modules: adrl/config/models.py, adrl/core/types.py, adrl/routing/cost.py, adrl/routing/router.py, adrl/wire/observe.py | tests citing id: none (covered indirectly)","Session-marginal, cache-aware cost accounting with a constant episode estimator, labelled after_cache_effects or list_price, unit-tested and recorded on decision rows.",D2 for the implemented accounting rule,recorded-lower (field says the accounting rule is not implemented; adrl-core implements and tests it),Episode length is a constant estimator; no empirical continuation distribution.,Dispose Proposed status and update the field; replace the constant estimator from shadow data.,P2; W7 (baseline review wave W7),Maturity field stale relative to adrl-core; no two-day change.
ADRL-SAF-001,"Hard gates first, on every request",SAF,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (gates are tested, not attacked; the per-request scope introduced here is untested)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (gates are tested, not attacked; the per-request scope introduced here is untested)",none,"modules: adrl/core/types.py, adrl/gates/deployments.py, adrl/gates/pipeline.py, adrl/learning/explore.py, adrl/proxy/fallback.py, adrl/proxy/pipeline.py, adrl/proxy/stages.py, adrl/telemetry/metrics.py | tests citing id: tests/adversarial/test_saf_suite.py, tests/unit/gates/test_observe_mode.py, tests/unit/gates/test_pipeline.py",Ordered hard gates on every request class with monotone tightening; observe-mode shadow namespace; adversarial SAF suite runs inside the eleven checks.,D2,agree,"Adversarial results are published only as aggregate pass counts in check manifests, not as a per-attack table.",Publish the adversarial suite results table; organic shadow with gate metrics and excluded fractions.,P1 (adversarial controls) / P2; W6 (baseline review wave W6),ok
ADRL-SAF-002,"One-way pin, durable, lineage-scoped, audited release",SAF,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D1 Code — the pin is tested as an in-memory rule, but the property the decision promises (""stays local-only"") is not implemented: pin state lives in a single-process Python dict and does not survive a proxy restart, and it does not cover passthrough, utility or subagent traffic",Accepted · amended 2026-09-02,"D2 Tested, review recommends D1 Code — the pin is tested as an in-memory rule, but the property the decision promises (""stays local-only"") is not implemented: pin state lives in a single-process Python dict and does not survive a proxy restart, and it does not cover passthrough, utility or subagent traffic",none,"modules: adrl/gates/cli.py, adrl/gates/pin.py, adrl/gates/pipeline.py, adrl/learning/explore.py, adrl/learning/pairs.py, adrl/ledger/embeddings.py, adrl/ledger/erasure.py, adrl/ledger/facade.py, adrl/ledger/state.py | tests citing id: tests/integration/e2e/test_pin_failure.py, tests/integration/gates/test_pin_durability.py, tests/integration/proxy/test_pinned.py, tests/unit/gates/test_pin.py, tests/unit/gates/test_pin_write_failure.py","Durable lineage-scoped pin in SQLite via PinRegistry with data_version invalidation, write-failure handling, audited per-finding release command; e2e pin failure tests.",D2,agree with the claimed D2; the review's D1 recommendation described the old single-process dict and is stale for adrl-core,Pin cache invalidates on every own write (correct but not a cache); count_tokens and subagent coverage rely on SEM-004/006 interims.,Organic shadow with a pin-leak metric over all content-bearing classes; independent security review before any pilot (D4).,P1 / P2; W6 (baseline review wave W6),ok
ADRL-SAF-003,"Secret detection per request, precision-measured",SAF,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D3 Shadow conditional on publishing the shadow precision measurement; if no per-detector precision figure exists from real traffic, D2",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D3 Shadow conditional on publishing the shadow precision measurement; if no per-detector precision figure exists from real traffic, D2",none,"modules: adrl/core/ports.py, adrl/gates/cli.py, adrl/gates/content.py, adrl/gates/coverage.py, adrl/gates/detectors.py, adrl/gates/measure.py, adrl/gates/pipeline.py, adrl/gates/secrets.py, adrl/gates/suppression.py | tests citing id: tests/unit/gates/test_content.py, tests/unit/gates/test_coverage.py, tests/unit/gates/test_secrets.py",Tiered detectors over new content per lineage with coverage tracking and retroactive suppression; precision figures in config are provisional.,D2,recorded-higher (historical D3 conditional on published precision; none published),No per-detector precision from a labelled corpus; split-secret tail re-pin behaviour undecided.,"Run scan-measure on a representative labelled corpus, publish per-detector precision, then organic shadow.",P1 / P2; W6 (baseline review wave W6),ok
ADRL-SAF-004,"Pinned sessions fail loudly, in the harness's dialect",SAF,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (the surfacing contract with the harness is untested; the no-cloud rule depends on FND-002's rung-closed fallback, also untested)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (the surfacing contract with the harness is untested; the no-cloud rule depends on FND-002's rung-closed fallback, also untested)",none,"modules: adrl/core/errors.py, adrl/gates/block.py, adrl/wire/profiles/messages_responses.py | tests citing id: tests/unit/gates/test_block.py",Protocol-conformant block/error rendering for pinned sessions on fixtures.,D2,agree,Harness-side surfacing contract untested with a real Claude Code session.,Golden test with a real harness showing the block is recognised and recoverable.,P1; W6 (baseline review wave W6),ok
ADRL-SAF-005,"Block, and make the block recoverable",SAF,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (blocking is tested; recoverability against the real harness is not, and the compaction deadlock has not been ruled out)",Accepted · amended 2026-09-02,"D2 Tested, review recommends D2 Tested (blocking is tested; recoverability against the real harness is not, and the compaction deadlock has not been ruled out)",none,"modules: adrl/config/checks.py, adrl/core/errors.py, adrl/gates/block.py, adrl/gates/feasibility.py, adrl/gates/pipeline.py, adrl/telemetry/metrics.py, adrl/wire/profiles/messages_responses.py | tests citing id: tests/unit/gates/test_block.py",Harness-recognisable block and context-feasibility handling on fixtures.,D2,agree,Compaction deadlock not ruled out against a real harness.,Real-harness recovery test after a block during compaction.,P1; W6 (baseline review wave W6),ok
ADRL-SAF-006,Infeasible rungs removed before optimisation,SAF,"Accepted · unchanged [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D2 Tested (correct; the feasibility estimator's tokenizer and budget assumptions need a measured error bound before D3)",Accepted · unchanged,"D2 Tested, review recommends D2 Tested (correct; the feasibility estimator's tokenizer and budget assumptions need a measured error bound before D3)",none,"modules: adrl/core/ports.py, adrl/gates/content.py, adrl/gates/feasibility.py, adrl/gates/pipeline.py | tests citing id: tests/unit/gates/test_feasibility.py",Feasibility filter removes unhealthy or context-infeasible rungs on fixtures.,D2,agree,Known gap: unknown health permits a rung; tokenizer error bound unmeasured (DQ3).,Dispose DQ3 and test unknown-health behaviour; measured tokenizer error bound.,P1; W6 (baseline review wave W6),ok
ADRL-SAF-007,"Verification runs sandboxed, then diffed",SAF,"Superseded 2026-09-02 (see replacement) [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D1 Code for the post-hoc diff check that exists and D0 Design for the OS-enforced sandbox that the replacement requires; the D2 claim describes a detective control while the decision text describes a preventive one",Superseded 2026-09-02 (see replacement),"D2 Tested, review recommends D1 Code for the post-hoc diff check that exists and D0 Design for the OS-enforced sandbox that the replacement requires; the D2 claim describes a detective control while the decision text describes a preventive one",08 Sept sections: W3.1 retained operator captures; W3.2b1 owned process groups; W3.2b2b2 process coordination; W3.2b2c writer-boundary research; W3.2b2d1 stopped resource ownership; W3.2b2d2 launch-contract research and identity gate; W3.2 execution identity and launch research; W3.2 one-shot fixture runtime prototype; W3.2 receipt correction and pinned-engine validation | 07 Sept sections: Session verification implementation; Offline verifier improvement implementation | changelog rows dated 07/08: 2/9 | decision text unchanged,"modules: adrl/core/attempt_coordinator.py, adrl/core/container_control.py, adrl/core/execution_control.py, adrl/core/isolated_execution.py, adrl/core/ports.py, adrl/core/process_anchor.py, adrl/core/process_owner.py, adrl/core/resource_owner.py, adrl/gates/cli.py, adrl/gates/sandbox.py, adrl/ledger/capture.py, adrl/ledger/session_verification.py, adrl/ledger/verification.py | tests citing id: tests/fixtures/launch_owner.py, tests/integration/test_cli_verify_snapshot.py, tests/integration/test_launch_engine.py, tests/integration/test_resource_engine.py, tests/unit/gates/test_sandbox.py, tests/unit/test_create_receipt.py, tests/unit/test_isolated_execution.py",Seatbelt runner denies network and restricts writes to scratch (reads not limited to snapshot); snapshot execution for verification; retained capture materialisation; owned process groups; pinned synthetic container fixture create/start/stop/discard/recover on Docker 27.3.1 (895 tests with engine cases passed once on 2026-09-08; later offline runs skip the eight engine cases).,"D2 for the tested sandbox subset and the synthetic container lifecycle; D1 for the decision as written (read isolation, command allow-list and unverifiable labelling unmet)",recorded-higher against the claimed D2 for the whole decision; agrees with the review's D1/D0 split,Fixed synthetic image and single command only; no real task payload; no independent security review; W3 custody of plaintext copies open.,"Deny-default read profile, per-repository command allow-list and unverifiable labelling with fault tests; independent security review; then real-task verification runs in shadow.",P1 / P2 (exact evidence); W3/W4 (baseline review wave W6),"INDEX row omits W3.2b2d1, W3.2b2d2, execution identity, one-shot prototype and receipt correction sections recorded in the file."
ADRL-SAF-008,Repository and data-class gate (Proposed),SAF,"Proposed 2026-09-02 (new, from adversarial review) · superseded in part by TRU-001 (identity) and TRU-002 (residency) on 2026-09-03, pending disposition; clause 3 (PII tier) remains a SAF control [7 Sept baseline; 2 Sept commit: status differs, same maturity]","D0 Design, review recommends D0 Design (nothing built; the register itself lists ""data-residency constraints for specific repositories are not yet expressed as a gate"")","Proposed 2026-09-02 (new, from adversarial review) · superseded in part by TRU-001 (identity) and TRU-002 (residency) on 2026-09-03, pending disposition; clause 3 (PII tier) remains a SAF control","D0 Design, review recommends D0 Design (nothing built; the register itself lists ""data-residency constraints for specific repositories are not yet expressed as a gate"")",none,"modules: adrl/config/loaders.py, adrl/config/models.py, adrl/gates/content.py, adrl/gates/deployments.py, adrl/gates/pipeline.py, adrl/gates/repo_class.py, adrl/gates/workload.py | tests citing id: tests/adversarial/test_tru_suite.py, tests/integration/e2e/test_tru.py, tests/unit/gates/test_repo_class.py, tests/unit/gates/test_workload.py, tests/unit/tru/test_deployments.py","Signed workload assertion gate (unknown identity is local-only), repository class manifest, residency reachability check; adversarial TRU suite and e2e tests.",D2 for the tested identity and residency gate (clauses now owned by TRU-001/002),"recorded-lower (field still says 'nothing built', which the 2026-09-03 closure table in known-gaps contradicts)","Status superseded in part, disposition pending; launcher key held by the developer account.",Dispose the supersession and move scoped evidence into TRU-001/002 fields; SCM-backed inventory.,P1 (dispatch binding); W6 (baseline review wave W6),Maturity field stale since 2026-09-03; no two-day change.
ADRL-SAF-009,Egress ledger and gate-audit integrity (Proposed),SAF,"Proposed 2026-09-02 (new, from adversarial review) · superseded by TRU-003 on 2026-09-03, pending disposition; schema and rules retained by reference [7 Sept baseline; 2 Sept commit: status differs, same maturity]","D0 Design, review recommends D0 Design","Proposed 2026-09-02 (new, from adversarial review) · superseded by TRU-003 on 2026-09-03, pending disposition; schema and rules retained by reference","D0 Design, review recommends D0 Design",none,"modules: adrl/cli/main.py, adrl/gates/cli.py, adrl/gates/deployments.py, adrl/gates/egress.py, adrl/gates/pipeline.py, adrl/ledger/anchoring.py, adrl/ledger/egress.py, adrl/proxy/fallback.py, adrl/proxy/pipeline.py, adrl/telemetry/metrics.py | tests citing id: tests/adversarial/test_tru_suite.py, tests/unit/gates/test_egress_writer.py","Hash-chained content-free egress ledger, write-ahead recording, signed checkpoints with a separate key and CLI verification (tests).",D2 for the tested ledger and checkpoint mechanics (now owned by TRU-003),recorded-lower (field D0 predates the 2026-09-03 implementation),Anchor is a plain POST without counter-signature; rows after the last checkpoint covered only by the local chain.,Dispose supersession by TRU-003; counter-signing anchor.,P1 / P2; W6 (baseline review wave W6),Maturity field stale since 2026-09-03; no two-day change.
ADRL-SEM-001,Mechanical classification of request classes,SEM,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D3 Shadow (single-user corpus; pre-warm class and header-based signals must be added to the canary tests before D4)",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D3 Shadow (single-user corpus; pre-warm class and header-based signals must be added to the canary tests before D4)",none,"modules: adrl/core/types.py, adrl/gates/feasibility.py, adrl/telemetry/metrics.py, adrl/wire/classify.py, adrl/wire/parse.py | tests citing id: tests/unit/wire/test_classify.py, tests/unit/wire/test_parse.py",Mechanical request-class discriminator incl. pre-warm and header signals on fixtures.,D2,recorded-higher (historical D3),Single-user historical corpus; no adrl-core organic canary.,Organic shadow canary with per-class counts.,P1; W7 (baseline review wave W5),ok
ADRL-SEM-002,"Session key from wire headers, then metadata",SEM,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D3 Shadow for the key *derivation*; D1 for key *durability* (session→route state is a single-process Python dict, so the key's meaning does not survive a proxy restart)",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D3 Shadow for the key *derivation*; D1 for key *durability* (session→route state is a single-process Python dict, so the key's meaning does not survive a proxy restart)",08 Sept sections: W3.1 retained operator captures; W3.2a operator attempt journal | 07 Sept sections: Product service evidence; Earlier foundation evidence | changelog rows dated 07/08: 2/2 | decision text unchanged,"modules: adrl/api/auth.py, adrl/core/ids.py, adrl/ledger/attempts.py, adrl/ledger/capture.py, adrl/wire/adapters.py, adrl/wire/identity.py | tests citing id: tests/unit/wire/test_identity.py, tests/unit/wire/test_profiles.py","Session-key derivation order (header, metadata, connection fallback) with lineage composition and HMAC at rest; binding renewal and cross-session denial in product services; capture and journal reuse the bound principal.",D2 (derivation and durability both tested in adrl-core),recorded-higher for the historical D3 derivation claim; the review's D1 durability note is stale because pin/state durability is now SQLite-backed and tested,No measurement of header presence on real Claude Code versions; resume/compaction survival unmeasured.,Organic measurement of x-claude-code-session-id presence and survival across resume and compaction.,P1 / P2; W3 (baseline review wave W3),INDEX maturity column ('Historical D3; adapter extraction tested offline') differs from the file's Maturity field.
ADRL-SEM-003,Continuations inherit the sticky route,SEM,"Accepted · unchanged [7 Sept baseline; 2 Sept commit: same status, same maturity]","D2 Tested, review recommends D3 Shadow — the Phase 0 cache-hit measurement on real traffic is shadow-grade evidence for exactly this rule, and the register under-claims",Accepted · unchanged,"D2 Tested, review recommends D3 Shadow — the Phase 0 cache-hit measurement on real traffic is shadow-grade evidence for exactly this rule, and the register under-claims",none,modules: adrl/proxy/pipeline.py | tests citing id: tests/integration/proxy/test_routing_paths.py,Continuations inherit the sticky route in the proxy pipeline (test_routing_paths).,D2,agree (the review's D3 recommendation rests on old-repository cache evidence),No adrl-core cache-hit measurement.,Organic shadow cache-hit measurement on adrl-core.,P1; W7 (baseline review wave W3),ok
ADRL-SEM-004,Utility calls split by content exposure,SEM,"Accepted · amended 2026-09-02 [7 Sept baseline; 2 Sept commit: same status, same maturity]","D3 Shadow, review recommends D2 Tested — the corpus finding (utility calls run on Opus/Sonnet with tiny budgets) contradicts the design assumption the decision was written under, and the split introduced here is untested",Accepted · amended 2026-09-02,"D3 Shadow, review recommends D2 Tested — the corpus finding (utility calls run on Opus/Sonnet with tiny budgets) contradicts the design assumption the decision was written under, and the split introduced here is untested",none,"modules: adrl/config/models.py, adrl/gates/block.py, adrl/proxy/pipeline.py, adrl/wire/classify.py, adrl/wire/profiles/messages_responses.py | tests citing id: tests/integration/proxy/test_pinned.py, tests/unit/wire/test_classify.py",Cosmetic/context-bearing utility split and pinned-session handling on fixtures.,D2,recorded-higher (claimed D3; agrees with the review's D2 recommendation),Known gap: pinned cosmetic call forwarded to local when healthy; policy choice undecided.,Decide the pinned-cosmetic policy field; organic shadow.,P1; W7 (baseline review wave W6),ok
